Permit Number,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Name,Unit,Description,Current Status,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Estimated Cost,Revised Cost,Existing Use,Existing Units,Supervisor District,Proposed Use,Proposed Units,Plansets,Zipcode
M596728,otc alterations permit,06/19/2015,0553,020,1769,Green,,street space,issued,,,,,0.0,,,2.0,,,,94123.0
M804047,otc alterations permit,07/03/2017,0861,032,625,Haight,,street space,issued,,,,,1.0,,,5.0,,,,94117.0
M500988,otc alterations permit,06/30/2014,2627,023,142,Saturn,,street space permit,issued,,,,,1.0,,,8.0,,,,94114.0
201504214164,otc alterations permit,04/21/2015,0648,013,1875,California,,revision to 201411040644. add bathroom at 3rd fl. no wall changes. maher not required,filed,,4.0,4.0,15000.0,0.0,apartments,7.0,2.0,apartments,7.0,2.0,94109.0
201510089228,otc alterations permit,10/08/2015,2763,017,753,Corbett,,reroofing,complete,,1.0,1.0,15000.0,15000.0,apartments,3.0,8.0,apartments,3.0,0.0,94131.0
201705318022,otc alterations permit,05/31/2017,3722,071,116,New Montgomery,,"suite #812: add (7) seven ceiling hornstrobes, add (2) two ceiling stroves, relocate (1) one existing smoke detector. ref. t.i. #201612286088. maher na",complete,,9.0,9.0,2500.0,5893.83,office,,6.0,office,,2.0,94105.0
201709279662,otc alterations permit,09/27/2017,6720,066,164,College,,"administration permit to change address at pa #201708245778 for unit legalization at block 6720, lot 066, from 162 college ave to 164 colege ave.",issued,,2.0,2.0,1.0,1.0,1 family dwelling,1.0,8.0,2 family dwelling,2.0,0.0,94112.0
201304305805,otc alterations permit,04/30/2013,6281,014,929,France,,replace garage door 16'x7' in kind. provide 200 sq ft in vent hole.,issued,,2.0,2.0,1500.0,1500.0,1 family dwelling,1.0,11.0,1 family dwelling,1.0,0.0,94112.0
201607293769,otc alterations permit,07/29/2016,5354,005,266,Topeka,,replace old kitchen cabinets,issued,,2.0,2.0,1000.8,1000.8,1 family dwelling,1.0,10.0,1 family dwelling,1.0,0.0,94124.0
201710100702,otc alterations permit,10/10/2017,1801,011,1363,46th,,reroofing,complete,,2.0,2.0,6200.0,6200.0,1 family dwelling,1.0,4.0,1 family dwelling,1.0,0.0,94122.0
201801259471,otc alterations permit,01/25/2018,1080,036,1405,Broderick,,reroofing,issued,,3.0,3.0,11800.0,11800.0,apartments,3.0,2.0,apartments,3.0,0.0,94115.0
201509227640,otc alterations permit,09/22/2015,3736,123,235,02nd,0.0,1st floor: structural work for t.i.  ref app#201506239632. n/a for maher,complete,,6.0,6.0,1.0,1.0,office,,6.0,office,,2.0,94105.0
201510301262,otc alterations permit,10/30/2015,0135,007,1000,Sansome,,"basement & 1st floor - new notification appliances & power supply panel  will be install & tie-in to existing control unit located on 1st floor, install module to tie-in new ansul system to existing panel for monitoring. pa #201509258133.",issued,,3.0,3.0,9500.0,9500.0,office,0.0,3.0,office,0.0,2.0,94111.0
201411070961,otc alterations permit,11/07/2014,1268,051,319,Frederick,,"lower unit: remodel bathroom, replace fixtures, add exhaust fan.",issued,,3.0,3.0,8000.0,12000.0,2 family dwelling,2.0,5.0,2 family dwelling,2.0,0.0,94117.0
M760187,otc alterations permit,02/09/2017,0236,017,100,California,,street space,issued,,,,,1.0,,,3.0,,,,94111.0
201612013860,otc alterations permit,12/01/2016,3635,014,1198,Valencia,,"revision to pa#201507141495 & 201606281116, change 1/f wall @ line 1 from cmu to shotcrete, add drilled piers @ line h per structural plans. n/a ordinance #155-13",issued,,0.0,5.0,15000.0,15000.0,vacant lot,0.0,8.0,apartments,49.0,2.0,94110.0
201606240844,otc alterations permit,06/24/2016,0554,041,1958,Vallejo,11.0,revision to 201506048048 consisting of a (n) guard rail 3' high- 3' from perimeter parapet wall @ roof.,complete,,11.0,11.0,1.0,1.0,apartments,11.0,2.0,apartments,11.0,2.0,94123.0
201609087136,otc alterations permit,09/08/2016,3953,002B,1550,17th,,"construction of new non-load bearing wall at property line condition where none exists and accessible upgrades, restroom upgrade.  n/a for maher",issued,,1.0,1.0,22000.0,22000.0,retail sales,0.0,10.0,retail sales,0.0,2.0,94107.0
201310088816,otc alterations permit,10/08/2013,1382,029,164,23rd,0.0,"install hardie siding on right side at rear approx 1500 sq ft, not visible from street",complete,,2.0,2.0,11000.0,11000.0,apartments,6.0,1.0,apartments,6.0,0.0,94121.0
201607182568,otc alterations permit,07/18/2016,0104,001,1463,Kearny,,repalce 3 windows in apartment 1463 to match windows on the other apartments which have already been replaced. the windows face kearny st - material will be fiberglass to match with unit above and below.,issued,,3.0,3.0,3000.0,3000.0,apartments,9.0,3.0,apartments,9.0,0.0,94133.0
201709016705,otc alterations permit,09/01/2017,3526,019B,1155,Bryant,,as-builts to pa #201507131316 - install 1 wall mount strobe on 1st floor & 4 ceiling mount storbes on 2nd floor to reflect the job site. new devices will be tie-in to exist notification circuits. n/a maher ordinance,complete,,3.0,3.0,2000.0,2000.0,"warehouse,no frnitur",0.0,6.0,"warehouse,no frnitur",0.0,2.0,94103.0
201312033193,otc alterations permit,12/03/2013,2747,012,124,Romain,,convert laundry at 1st floor to bathroom and laundry.,issued,,3.0,3.0,15000.0,15000.0,2 family dwelling,2.0,8.0,2 family dwelling,2.0,2.0,94114.0
201511193107,otc alterations permit,11/19/2015,0313,018,150,Stockton,0.0,"1st floor - relocate (12), add (3) , plug (5) fire sprinklers, ref pa #201509298365.",complete,,5.0,5.0,7500.0,7500.0,retail sales,0.0,3.0,retail sales,0.0,2.0,94108.0
201312184460,otc alterations permit,12/18/2013,3751,157,360,03rd,,"6th floor suite 615. tenant interior improvement with mechanical, electrical & plumbing. sprinklers & fire alarm submitted under separate permit.  compliance with ordinance #155-13 not required.",complete,,7.0,7.0,1078859.0,1078859.0,office,,6.0,office,,2.0,94107.0
M468867,otc alterations permit,03/06/2014,0627,050,2253,Clay,,street  space,issued,,,,,1.0,,,2.0,,,,94115.0
201408194118,otc alterations permit,08/19/2014,3744,003,345,Spear,,1st floor: fire alarm t.i. on 1st floor. ref app#201408143836 including 3 speaker/strobes. n/a for the maher ordinance # 155-13,issued,,18.0,18.0,4000.0,4000.0,office,0.0,6.0,office,0.0,2.0,94105.0
201307051190,new construction,07/05/2013,0811,031,101,Polk,,"erect 13 stories, 162 dwelling units, with parking and office building.",complete,,,13.0,30000000.0,45000000.0,,,6.0,apartments,162.0,2.0,94102.0
201706159411,additions alterations or repairs,06/15/2017,3598,009,3700,20th,,add accessory dwelling unit in association with soft story upgrade appln #201601126931 per ord #162-16,issued,,4.0,4.0,20000.0,45000.0,apartments,24.0,8.0,apartments,25.0,2.0,94110.0
201412163868,otc alterations permit,12/16/2014,6284,005,221,Dublin,,rev. to 201410027948;   removal of exterior staircase and light well,complete,,3.0,3.0,1.0,1.0,1 family dwelling,1.0,11.0,1 family dwelling,1.0,2.0,94112.0
201609016587,otc alterations permit,09/01/2016,3717,023,123,Mission,,"12th floor fire alarm for t.i.  - add 30 new speaker strobes, 10 speakers, 1 relay for door holder, 1 relay for security interface, 1 smoke detector & 2 amplifiers.  ref t.i. #201606099546. n/a maher ordinance",complete,,29.0,29.0,25000.0,25000.0,office,0.0,6.0,office,0.0,2.0,94105.0
201601278102,otc alterations permit,01/27/2016,0242,013,770,California,,"#207- interior remodel, relocate kitchen, remodel (e) bathroom, provide new bedroom. n/a ordinance #155-13",issued,,7.0,7.0,30000.0,40000.0,apartments,54.0,3.0,apartments,54.0,2.0,94108.0
201503191382,otc alterations permit,03/19/2015,5661,026,261,Ellsworth,,"upgrade electrical, kitchen remodel (work in unit #261 ellsworth st).  new circuits, switches, lights in kitchen, basement & garage.  to comply with complaint #201534561 (attached)",complete,,2.0,2.0,39100.0,39100.0,2 family dwelling,2.0,9.0,2 family dwelling,2.0,0.0,94110.0
201712116021,otc alterations permit,12/11/2017,7504A,015,5044,Diamond Heights,12.0,wash dryer hook-ups,complete,,3.0,3.0,10000.0,10000.0,apartments,14.0,8.0,apartments,14.0,0.0,94131.0
M652587,otc alterations permit,01/06/2016,0355,007,1254,Market,,street space,issued,,,,,1.0,,,6.0,,,,94102.0
201406279919,otc alterations permit,06/27/2014,4353,010,1320,Marin,,new restaurant at vacant space within a warehouse.,filed,,1.0,1.0,100000.0,0.0,food/beverage hndlng,0.0,10.0,food/beverage hndlng,0.0,2.0,94124.0
M766471,otc alterations permit,03/07/2017,6531,022A,345,San Jose,,street space,issued,,,,,1.0,,,8.0,,,,94110.0
201611233454,additions alterations or repairs,11/23/2016,2754,051,160,Grand View,,underpinning @ south property line.,approved,,2.0,2.0,5000.0,30000.0,1 family dwelling,1.0,8.0,1 family dwelling,1.0,2.0,94131.0
201301178252,otc alterations permit,01/17/2013,1521,028A,542,24th,,replace dryrot extenion panel wall,complete,,3.0,3.0,500.0,500.0,2 family dwelling,2.0,1.0,2 family dwelling,2.0,0.0,94121.0
M743350,otc alterations permit,12/02/2016,1252,072,1571,Waller,,street space,issued,,,,,1.0,,,5.0,,,,94117.0
201709127795,otc alterations permit,09/12/2017,6091,028,571,Vienna,,reroofing,complete,,1.0,1.0,12800.0,12800.0,1 family dwelling,1.0,11.0,1 family dwelling,1.0,0.0,94112.0
201704053302,otc alterations permit,04/05/2017,4025,003A,650,Potrero,,voluntary seismic upgrade. maher n/a.,issued,,2.0,2.0,250000.0,250000.0,"warehouse,no frnitur",0.0,10.0,"warehouse,no frnitur",0.0,2.0,94110.0
201612094616,otc alterations permit,12/09/2016,2011,016,1795,38th,,residential portion: soft story retrofit per sfbc chapter 34b. 2012 iebc appendix a-4,complete,,3.0,3.0,60000.0,70000.0,apartments,15.0,4.0,apartments,15.0,2.0,94122.0
201406249267,otc alterations permit,06/24/2014,1629,016,1428,Cabrillo,,reface kitchen cabinet & replace counter top.,complete,,3.0,3.0,5000.0,5000.0,2 family dwelling,2.0,1.0,2 family dwelling,2.0,0.0,94118.0
M729889,otc alterations permit,10/13/2016,4139,009,2318,22nd,,street space,issued,,,,,1.0,,,10.0,,,,94110.0
M368527,otc alterations permit,01/28/2013,0273,008,776,Bush,0.0,street space,issued,,,,,1.0,,,3.0,,,,94108.0
201512094597,otc alterations permit,12/09/2015,0835,004,30,Van Ness,,new fire alarm devices added to existing fire alarm system in existing building to unlock access control door on the upper garage level to include: 2 smoke detectors and 1 relay module,complete,,5.0,5.0,1500.0,1700.0,office,0.0,6.0,office,0.0,2.0,94102.0
M804947,otc alterations permit,07/06/2017,3598,086,3671,19th,,street space,issued,,,,,0.0,,,8.0,,,,94110.0
201708084203,otc alterations permit,08/08/2017,0325,031,333,Ofarrell,,"floors 5,8,9,10,11,12,14 -  replacement of (e) guest room & back of house doors. n/a maher ordinance",complete,,46.0,46.0,991007.0,991007.0,tourist hotel/motel,1907.0,6.0,tourist hotel/motel,1907.0,2.0,94102.0
201706018117,additions alterations or repairs,06/01/2017,6973,021,165,Tara,,"add unit per ordinance no. 162-16 & comply to nov#201636153. at 1st flr add new accessory dwelling unit w/bath, media room, kitchen & bedroom, new hall way and new entry. n/a for maher ordinance.",filed,,2.0,2.0,15000.0,,1 family dwelling,1.0,11.0,2 family dwelling,2.0,2.0,94112.0
M439647,otc alterations permit,10/30/2013,3704,069,973,Market,,street space permit,issued,,,,,1.0,,,6.0,,,,94103.0
201307262864,otc alterations permit,07/26/2013,1193,004,121,Cole,,"replace in kind mudroom, laundry room & half bathroom & pantry at rear of building. replace porch & steps to yard. all work on main level",complete,,3.0,3.0,10000.0,10000.0,1 family dwelling,1.0,5.0,1 family dwelling,1.0,2.0,94117.0
201603021025,otc alterations permit,03/02/2016,5440A,023,1863,Donner,,remodel kitchen and one bathroom on g/f.,complete,,2.0,2.0,20000.0,20000.0,1 family dwelling,1.0,10.0,1 family dwelling,1.0,0.0,94124.0
201704214576,additions alterations or repairs,04/21/2017,3749,058,390,01st,,shoring for new construction. ref pa #2016-0127-8125s.** maher: disturbance of at least 50 cu.yd of soil. route to dph **,approved,,,,912165.0,4500000.0,vacant lot,,6.0,vacant lot,,2.0,94105.0
201606200368,otc alterations permit,06/20/2016,3540,145,2250,15th,,"update kitchen & bath - cabinets, new bath/toilet/counter, island in kitchen. demo wall, new refrigerator, dishwasher",issued,,3.0,3.0,65000.0,65000.0,apartments,6.0,8.0,apartments,6.0,2.0,94114.0
201712146538,new construction wood frame,12/14/2017,4276,018,2833,25th,,"to erect a 2-story warehouse & retail, no basement.",filed,,,2.0,280000.0,,,,9.0,retail sales,0.0,2.0,94110.0
201405166052,otc alterations permit,05/16/2014,7226,017,2675,Ocean,,"in response to nov 201345101 for car collision into building front, in kind restoration of restaurant's street front glass facade (non bearing) wall. windows and door. 3 lights & 1 receptacles of the same circuit",complete,,2.0,2.0,38000.0,38000.0,food/beverage hndlng,0.0,7.0,food/beverage hndlng,0.0,0.0,94132.0
201605268448,otc alterations permit,05/26/2016,1199,025,1567,Grove,,revision to pa 2015-1221-5656 2 new stairs to 2 new roof decks.,complete,,3.0,3.0,37000.0,37000.0,apartments,4.0,5.0,apartments,4.0,2.0,94117.0
201609268838,otc alterations permit,09/26/2016,1743,044A,1208,08th,,all units- replace windows kind for kind.  remove 52 vinyl windows and install aluminum clad wood windows in all units visible from street.,complete,,2.0,2.0,40000.0,40000.0,apartments,4.0,5.0,apartments,4.0,0.0,94122.0
201712277472,otc alterations permit,12/27/2017,0239,030,343,Sansome,0.0,5th flr m & e plans: t-24 and to install a new fan power boxes and lighting/power. no new fsds  maher na  ref pa#201706280599,issued,,15.0,15.0,172000.0,172000.0,office,,3.0,office,,2.0,94104.0
M740087,otc alterations permit,11/17/2016,6660,048,865,San Jose,,street space,issued,,,,,1.0,,,9.0,,,,94110.0
201405286870,otc alterations permit,05/28/2014,2049A,015,880,Pacheco,,replace water damaged sheetrock & insulation in kind.,complete,,2.0,2.0,10000.0,10000.0,1 family dwelling,1.0,7.0,1 family dwelling,1.0,0.0,94116.0
201503251887,otc alterations permit,03/25/2015,0131,004,1333,Grant,,kitchen and bathroom remodel; to comply with cec150.0(k)3 & 5,complete,,2.0,2.0,20000.0,20000.0,apartments,4.0,3.0,apartments,4.0,0.0,94133.0
201504153663,additions alterations or repairs,04/15/2015,0996,021,3481,Washington,,shoring permit for rear wall. ref #2015-03-20-1514.,complete,,3.0,3.0,2000.0,13810.0,1 family dwelling,1.0,2.0,1 family dwelling,1.0,2.0,94118.0
M496627,otc alterations permit,06/16/2014,2772,010,548,Diamond,,street space,issued,,,,,1.0,,,8.0,,,,94114.0
M698971,otc alterations permit,06/17/2016,3614,069,2598,Folsom,,street space,issued,,,,,1.0,,,9.0,,,,94110.0
201302220763,otc alterations permit,02/22/2013,3707,051,685,Market,,suite 420 -  title 24 mechanical and electrical work. reference 201301037118 for architectural work,complete,,11.0,11.0,145369.0,145369.0,office,0.0,6.0,office,0.0,2.0,94105.0
M365367,otc alterations permit,01/08/2013,0076,005,1839,Stockton,,street space permit,issued,,,,,1.0,,,3.0,,,,94133.0
M769728,otc alterations permit,03/20/2017,6051,010D,515,Goettingen,,street space permit,issued,,,,,1.0,,,9.0,,,,94134.0
201710231999,otc alterations permit,10/23/2017,3001A,042,55,Molimo,,reroofing,issued,,2.0,2.0,7800.0,7800.0,1 family dwelling,1.0,7.0,1 family dwelling,1.0,0.0,94127.0
201409085696,otc alterations permit,09/08/2014,0263,011,101,California,,mep only. reference pa# 2014-0721-1686 7th floor. n/a for maher,issued,,48.0,48.0,100000.0,100000.0,office,0.0,3.0,office,0.0,2.0,94111.0
201501226437,otc alterations permit,01/22/2015,3803,001,185,Berry,,3/f - demolition of non-compliant auxiliary restrooms and construc of 2 new accessible rooms.  mep separate deferred submittals.,complete,,6.0,6.0,32700.0,32700.0,office,,,office,,2.0,
M570347,otc alterations permit,03/19/2015,0677,111,2185,Bush,,street space w/mta,issued,,,,,1.0,,,5.0,,,,94115.0
201802151458,otc alterations permit,02/15/2018,6521,029,2861,Folsom,,addition of one dwelling unit to (e) 2 units,filed,,3.0,4.0,375000.0,0.0,2 family dwelling,2.0,9.0,apartments,3.0,2.0,94110.0
201701308204,otc alterations permit,01/30/2017,2448,013,4625,Ulloa,,add rear deck and stair to (e) bld. replace 6'x4' sliding window to patio door,complete,Y,2.0,2.0,16000.0,16000.0,1 family dwelling,1.0,4.0,1 family dwelling,1.0,2.0,94116.0
M554227,otc alterations permit,01/27/2015,1778,044,2227,Irving,,street space,issued,,,,,1.0,,,4.0,,,,94122.0
M534267,otc alterations permit,11/05/2014,0862,015,664,Waller,,street space permit,issued,,,,,1.0,,,5.0,,,,94117.0
201508043285,otc alterations permit,08/04/2015,0134,025,1148,Montgomery,,"front bldg: remodel #c with stairs down to basement to be converted to habitable space. remodel #b include adding new bathrooms, remodel/adding baths, relocate kitchen, new washer/dryer, new lighting, add new window to rear facade & skylight to roof, seismic upgrade to g/f, new roof deck.",reinstated,Y,3.0,3.0,800000.0,800000.0,2 family dwelling,2.0,3.0,2 family dwelling,2.0,2.0,94133.0
201502188546,otc alterations permit,02/18/2015,7331,216,101,Summit,,bldg type c -construction of sprinkler system reference to master bldg type c #201209119425 amended by #201401317504; bldg plot plan #201405155817; also references master fire sprinkler #201501216263. as builts may be required per fire inspector.,issued,,,4.0,1.0,1.0,,,7.0,2 family dwelling,2.0,0.0,94132.0
201506259992,otc alterations permit,06/25/2015,3749,007,14,Guy,,"bath remodel: remove and replace finishes and fixtures, no change on walls.",complete,,2.0,2.0,25000.0,25000.0,2 family dwelling,2.0,,2 family dwelling,2.0,0.0,
201507070752,otc alterations permit,07/07/2015,3709,014,425,Market,,"1st floor: fire alarm work for ""barcha bar"" t.i.  remodel, additions are 9 speaker/strobes and 4 strobes. ref app#201501266675(28 fremont street) n/a for maher.",complete,,38.0,38.0,6500.0,6500.0,food/beverage hndlng,,6.0,food/beverage hndlng,,2.0,94105.0
201403059908,otc alterations permit,03/05/2014,2947A,029,757,Rockdale,,kitchen remodel. reframe of extg openings. electrical upgrades.  electrical under separate permit.,complete,,2.0,2.0,30000.0,30000.0,1 family dwelling,1.0,7.0,1 family dwelling,1.0,2.0,94127.0
201801108277,otc alterations permit,01/10/2018,0798,025,894,Steiner,,remodel (e) kitchen.,issued,,3.0,3.0,25000.0,25000.0,apartments,3.0,5.0,apartments,3.0,2.0,94117.0
M630187,otc alterations permit,10/16/2015,0962,001,2701,Broadway,,street space,issued,,,,,0.0,,,2.0,,,,94115.0
201405216425,otc alterations permit,05/21/2014,0955,012,2856,Vallejo,,reroofing,complete,,4.0,4.0,76425.0,76425.0,1 family dwelling,1.0,2.0,1 family dwelling,1.0,0.0,94123.0
201411191981,otc alterations permit,11/19/2014,1924,093,1738,20th,,"structural repair upgrade nailing spacing, plywood and holddowns at plywood shearwall as shown on 201411171668 bldg c",complete,,3.0,3.0,1000.0,2000.0,2 family dwelling,2.0,4.0,2 family dwelling,2.0,2.0,94122.0
M711327,otc alterations permit,08/05/2016,1065,054,100,Parker,101.0,street space permit,issued,,,,,1.0,,,2.0,,,,94118.0
201607253246,otc alterations permit,07/25/2016,0992,034,3839,Washington,,"add 1 relay, 1 monitoring module & 1 annunciator @ 3839 washington to interface with new fire alarm system installed at 233 maple. ref pa 2016-0624-0803",complete,,5.0,5.0,2000.0,2000.0,school,0.0,2.0,school,0.0,2.0,94118.0
M613327,otc alterations permit,08/11/2015,1023,004,1815,Baker,,street space and sidewalk repair,issued,,,,,1.0,,,2.0,,,,94115.0
201610281431,otc alterations permit,10/28/2016,0048,020,944,Chestnut,0.0,revision to 201608185428 - revise retaining wall footing to piers due to (e) tree roots,issued,,3.0,3.0,1.0,14.0,1 family dwelling,1.0,2.0,1 family dwelling,1.0,2.0,94109.0
201612064257,otc alterations permit,12/06/2016,3542,061,2198,Market,,intall a solar hot water heating system. system consists of roof-mounted collectors and a water storage tank. ref to permit app#2013-12-13-4180 s2,complete,,6.0,6.0,28000.0,38000.0,apartments,87.0,8.0,apartments,87.0,2.0,94114.0
201802050353,new construction wood frame,02/05/2018,2607,037,284,Roosevelt,,"to erect 3 stories, 1 basement, type v-b, 2 units residential building.",filed,,,3.0,25000.0,,,,8.0,2 family dwelling,2.0,2.0,94117.0
201801269608,additions alterations or repairs,01/26/2018,1540,020,1312,Anza,,1st flr rear addition. create (n) bdrm space. create (n) deck above bdrm space with open railings. (n) sliding doors off of deck at rear of 2nd flr. (n) egress door @ front of public way.,filed,Y,3.0,3.0,60000.0,,1 family dwelling,1.0,1.0,1 family dwelling,1.0,2.0,94118.0
201601147107,otc alterations permit,01/14/2016,1201,041,625,Divisadero,3.0,"commercial- comply with s.f. wood frame seismic retrofit program(soft story) sfbc chapter 34b, per 2012 iebc  appendix a-4. commercial/market.",complete,,3.0,3.0,32500.0,32500.0,retail sales,14.0,5.0,retail sales,14.0,2.0,94117.0
201603283252,otc alterations permit,03/28/2016,0259,026,555,California,0.0,"revision to pa#201602190037, split one office into two, lighting, finishes & power. n/a ordinance #155-13",complete,,52.0,52.0,50000.0,20000.0,office,0.0,3.0,office,0.0,2.0,94104.0
M846708,otc alterations permit,10/20/2017,0945,012,2528,Union,,street space,issued,,,,,1.0,,,2.0,,,,94123.0
201505206783,otc alterations permit,05/20/2015,1637,021,670,08th,0.0,"soft storey retrofit, sfbc chapter 34b, per 2012 iebc appendix a4",complete,,3.0,3.0,40000.0,40000.0,apartments,5.0,1.0,apartments,5.0,2.0,94118.0
201507232325,sign - erect,07/23/2015,3746,003,201,Folsom,0.0,2 electric double faced projecting sign,issued,,2.0,,2000.0,2000.0,prkng garage/public,0.0,6.0,,,2.0,94105.0
201607283565,new construction,07/28/2016,7120,036,62,Vernon,,erect 3 stories single family home,filed,,,3.0,350000.0,800000.0,,,11.0,1 family dwelling,1.0,2.0,94132.0
M521687,otc alterations permit,09/29/2014,0189,016,1446,Jones,0.0,street space,issued,,,,,1.0,,,3.0,,,,94108.0
201312184494,otc alterations permit,12/18/2013,4023,020,2711,18th,26.0,"unit 26 - repair damage from water leak, in bathroom, drywall patches, replace tile at tub, replace vinyl flooring, re-install (e) fixtures.",complete,,3.0,3.0,5000.0,5000.0,apartments,24.0,10.0,apartments,24.0,0.0,94110.0
201509248004,otc alterations permit,09/24/2015,1385,008,251,25th,,revision to app201507222171. 1)remove non-bearing wall to enlarge gym on basement. 2)add compartment sink in gym per plan. 3)clarify extg water heater and furnace location and quantity in basement.,filed,,3.0,3.0,1.0,2000.0,apartments,4.0,1.0,apartments,4.0,2.0,94121.0
201508265370,otc alterations permit,08/26/2015,3789,488,650,Delancey,403.0,construction of an interior partition and one door. new hardwood floor. n/a for maher.,complete,,5.0,5.0,20000.0,20000.0,artist live/work,66.0,6.0,artist live/work,66.0,2.0,94107.0
201712085994,otc alterations permit,12/08/2017,1873,037,1596,28th,,install wood siding at front of home.,filed,,2.0,2.0,15246.45,15246.45,2 family dwelling,2.0,4.0,2 family dwelling,2.0,0.0,94122.0
201304255469,otc alterations permit,04/25/2013,0212,037,1041,Washington,0.0,"unit #3 - replace kitchen cabinets & counters, kitchen area 9' x 11'. redo electrical (ew20130415041).",expired,,3.0,3.0,6000.0,18248.0,apartments,6.0,3.0,apartments,6.0,0.0,94108.0
201705267737,otc alterations permit,05/26/2017,1112,033,2230,Turk,,soft story retrofit per sfebc chapter 4d engineering criteria: 2016 cebc appendix a-4,filed,,3.0,3.0,85000.0,128000.0,apartments,8.0,2.0,apartments,8.0,2.0,94115.0
201801168758,otc alterations permit,01/16/2018,1218,022,228,Broderick,,address change to 228 broderick  per pa#201712126233,issued,,2.0,2.0,1.0,1.0,2 family dwelling,2.0,5.0,2 family dwelling,2.0,0.0,94117.0
201706220033,otc alterations permit,06/22/2017,0289,004,1,Sansome,,"ste 3630 - interior ti including removal of existing full and ceiling. new interior non-structural partitions, new glazing doors & hardware",complete,,43.0,43.0,500000.0,500000.0,office,0.0,3.0,office,0.0,2.0,94104.0
201608235741,otc alterations permit,08/23/2016,3140,035,477,Flood,,"replace front window with all wood material windows to match existing, replace stairs with concrete stairs in kind.",cancelled,,2.0,2.0,15000.0,15000.0,1 family dwelling,1.0,7.0,1 family dwelling,1.0,2.0,94112.0
201410310394,otc alterations permit,10/31/2014,8709,018,1500,Owens,0.0,"#100:  modifications to fire alarm system consisting of (2) horn/strobes, (4) strobes, (1) duct detector, 7 total devices; maher n/a",complete,,7.0,7.0,4000.0,4000.0,food/beverage hndlng,0.0,6.0,food/beverage hndlng,0.0,2.0,94158.0
201304094086,otc alterations permit,04/09/2013,3923,006,1550,Bryant,,"automatic fire sprinkler tenant improvement to existing system for suite #600 on  the 6th floor. add 2, relocate 1, & demo 1 sprinkler(s). total = 4.",complete,,12.0,12.0,6000.0,6000.0,office,0.0,9.0,office,0.0,2.0,94103.0
201606069144,otc alterations permit,06/06/2016,6718,014C,494,Arlington,,reroofing,complete,,2.0,2.0,8900.0,8900.0,1 family dwelling,1.0,8.0,1 family dwelling,1.0,0.0,94131.0
M564367,otc alterations permit,03/02/2015,4214,009,1270,Vermont,,street space,issued,,,,,1.0,,,10.0,,,,94110.0
M580287,otc alterations permit,04/23/2015,3507,040,1455,Market,,street space,issued,,,,,1.0,,,6.0,,,,94103.0
201706220158,otc alterations permit,06/22/2017,1154,043,1779,Turk,0.0,as built plans for final building inspection revision #201702270193.,complete,,3.0,3.0,1500.0,1500.0,apartments,3.0,5.0,apartments,3.0,2.0,94115.0
201403140795,otc alterations permit,03/14/2014,7531,023,21,Ora,,"(n) floor and wall to be built in (e) crawl space to create (n) uncondition storage space w/ n ext. landing and stair to grade. (n) int. stairs to access (n) storage space from (e) garage repair of dry rot at (e) rear deck + (n) guardrail, laundry and closet added at 3rd flr inc. (n) door",complete,Y,3.0,3.0,105000.0,150000.0,1 family dwelling,1.0,8.0,1 family dwelling,1.0,2.0,94131.0
201708013568,otc alterations permit,08/01/2017,6421,018,151,Chicago,,to add 1 bedroom & 1 bathroom in the existing ground floor,complete,,2.0,2.0,40000.0,50000.0,1 family dwelling,1.0,11.0,1 family dwelling,1.0,2.0,94112.0
201508134207,additions alterations or repairs,08/13/2015,4764,002,1094,Revere,,"t-mobile wireless proposes to modify an (e) wireless communications site. the scope include the following: install 3 new antennas, install 3 new rrus.** maher: compliance with ordinance no# 155-13 not required **",complete,,2.0,2.0,20000.0,20000.0,"warehouse,no frnitur",0.0,10.0,"warehouse,no frnitur",0.0,2.0,94124.0
201612064307,otc alterations permit,12/06/2016,3705,042,865,Market,,"concourse level: restroom consist of adding 2 speaker/strobes and 1 strobes. remove and cover 2 smokes, 2 speakers and 3 strobes. t.i. app#201607051601",issued,,8.0,8.0,3400.0,3400.0,retail sales,0.0,6.0,retail sales,0.0,2.0,94103.0
201504022636,additions alterations or repairs,04/02/2015,5714,001,157,Highland,,"mohcd rad program. furring & insulation @ perimeter wall flooring, kitchen cabinetry, appliances replaced, elect, ventin & laundry hookup, bathrm sink, tub surround & blocking. bldg work; strap add to roof for seismic safety, roofing. exter lighting replace. boiler repair/replace, solar thermal &",issued,,2.0,2.0,1733625.0,1733625.0,apartments,10.0,9.0,apartments,10.0,2.0,94110.0
201303293434,otc alterations permit,03/29/2013,0210,008,103,Waverly,,"revision to approve pa# 201209058991.  re-issue lost plans at health dept. no construction work , for documentation purpose only.",filed,,3.0,3.0,1.0,0.0,retail sales,,3.0,food/beverage hndlng,,2.0,94108.0
201409025186,otc alterations permit,09/02/2014,0436E,029,1657,Beach,,"non structural alteration per section 3404.7.1 sfbc 2013.  remove all interior drywall & ceiling, rewire/upgrade electrical, upgrade plumbing - no structural changes.  replacement gypboard must be 5/8"" type ""x"" w/5d cooler at 4' o.c",issued,,2.0,2.0,48000.0,48000.0,2 family dwelling,2.0,2.0,2 family dwelling,2.0,0.0,94123.0
